Data set, Time, Acc_Raw_X, Acc_Raw_Y, Acc_Raw_Z, Gyr_Raw_X, Gyr_Raw_Y, Gyr_Raw_Z
0, 13538,  -8747, 4588, 12690,  0, 0, 0
1, 13673,  -8801, 4709, 12821,  0, 0, 0
2, 13809,  -8816, 4700, 12838,  0, 0, 0
3, 13944,  -8789, 4709, 12860,  0, 0, 0
4, 14079,  -8716, 4697, 12844,  0, 0, 0
5, 14215,  -8685, 4600, 12839,  -14, -11, 8
6, 14350,  -8661, 4554, 12916,  -14, -4, 10
7, 14486,  -8597, 4533, 13032,  -9, -4, 0
8, 14621,  -8631, 4554, 13080,  -13, -3, -4
9, 14757,  -8663, 4598, 13041,  -11, -4, -6
10, 14892,  -8657, 4553, 12981,  -6, -5, -11
11, 15027,  -8669, 4531, 12937,  0, -6, -10
12, 15163,  -8716, 4558, 12867,  1, -6, -11
13, 15298,  -8780, 4544, 12911,  -3, -6, -15
14, 15433,  -8820, 4537, 12892,  -4, -4, -11
15, 15569,  -8849, 4573, 12870,  2, -2, -8
16, 15704,  -8858, 4618, 12837,  2, -7, -3
17, 15840,  -8800, 4653, 12838,  0, -7, 4
18, 15975,  -8814, 4614, 12915,  -2, -5, 6
19, 16111,  -8792, 4542, 12946,  -1, -8, 4
20, 16246,  -8711, 4546, 13031,  -3, -13, 7
21, 16382,  -8669, 4483, 13024,  -1, -19, 6
22, 16517,  -8586, 4523, 12867,  4, -27, -6
23, 16652,  -8592, 4517, 12864,  3, -29, -6
24, 16788,  -8648, 4521, 12873,  1, -31, -11
25, 16923,  -8683, 4490, 12837,  -2, -29, -10
26, 17059,  -8671, 4499, 12838,  -2, -30, -7
27, 17194,  -8661, 4512, 12818,  0, -27, -5
28, 17329,  -8614, 4497, 12797,  0, -24, -2
29, 17465,  -8538, 4496, 12806,  3, -18, -2
30, 17600,  -8503, 4530, 12679,  6, -10, -4
31, 17736,  -8505, 4505, 12686,  5, -6, -2
32, 17871,  -8577, 4497, 12665,  2, -1, -2
33, 18006,  -8645, 4528, 12648,  -1, 0, -7
34, 18142,  -8765, 4576, 12716,  -10, 4, -8
35, 18277,  -8829, 4616, 12921,  -21, 10, -2
36, 18412,  -8861, 4661, 13093,  -21, 14, 5
37, 18548,  -8854, 4658, 13165,  -17, 13, 8
38, 18683,  -8839, 4612, 13105,  -12, 7, 7
39, 18819,  -8776, 4604, 12966,  1, -3, -3
40, 18954,  -8786, 4623, 12863,  -4, -6, -11
41, 19090,  -8822, 4654, 12904,  -11, -1, -13
42, 19225,  -8915, 4687, 12981,  -11, 9, -8
43, 19360,  -8922, 4702, 12940,  -9, 7, -4
44, 19496,  -8921, 4718, 12954,  -6, 5, -1
45, 19631,  -8909, 4679, 12865,  -3, -6, 0
46, 19767,  -8836, 4661, 12848,  2, -12, 0
47, 19902,  -8692, 4638, 12792,  6, -13, 2
48, 20038,  -8603, 4629, 12750,  6, -16, 2
49, 20173,  -8539, 4560, 12753,  5, -17, 2
50, 20308,  -8471, 4554, 12721,  5, -21, -2
51, 20444,  -8461, 4594, 12619,  8, -23, -7
52, 20579,  -8410, 4607, 12597,  6, -20, -8
53, 20715,  -8652, 4693, 12734,  2, -14, -10
54, 20850,  -8576, 4652, 12847,  -1, -20, -6
55, 20985,  -8657, 4602, 12810,  4, -6, -8
56, 21121,  -8717, 4530, 12898,  6, -4, -2
57, 21256,  -8635, 4498, 12926,  11, 0, -4
58, 21392,  -8611, 4488, 12880,  12, 8, -6
59, 21527,  -8554, 4480, 12881,  14, 16, -8
60, 21662,  -8506, 4488, 12867,  13, 23, -8
61, 21798,  -8453, 4524, 12850,  12, 22, -7
62, 21933,  -8473, 4480, 12810,  13, 20, -11
63, 22069,  -8515, 4524, 12836,  13, 16, -15
64, 22204,  -8599, 4523, 12845,  7, 10, -22
65, 22339,  -8729, 4543, 12927,  3, 2, -25
66, 22475,  -8786, 4563, 13011,  4, -5, -28
67, 22610,  -8847, 4574, 12978,  6, -14, -24
68, 22746,  -8857, 4603, 12943,  11, -20, -23
69, 22881,  -8821, 4653, 12902,  12, -27, -21
70, 23016,  -8787, 4675, 12862,  10, -31, -14
71, 23152,  -8721, 4645, 12924,  5, -31, -7
72, 23287,  -8693, 4625, 12955,  0, -32, -2
73, 23423,  -8696, 4583, 13001,  -2, -30, -1
74, 23558,  -8732, 4640, 13048,  -8, -21, 1
75, 23693,  -8728, 4639, 13082,  -13, -14, -1
76, 23829,  -8732, 4656, 13032,  -17, -6, -1
77, 23964,  -8664, 4661, 13000,  -16, 1, -1
78, 24100,  -8692, 4638, 12884,  -16, 4, -2
79, 24235,  -8693, 4664, 12890,  -25, 8, 0
80, 24370,  -8693, 4664, 12930,  -33, 12, 2
81, 24506,  -8704, 4686, 12934,  -37, 15, 3
82, 24641,  -8701, 4709, 12944,  -44, 13, 7
83, 24777,  -8709, 4677, 12921,  -47, 10, 12
84, 24912,  -8790, 4662, 12878,  -49, 8, 15
85, 25048,  -8805, 4624, 12744,  -53, 0, 18
86, 25183,  -8789, 4538, 12779,  -57, -3, 18
87, 25319,  -8786, 4510, 12780,  -61, 0, 22
88, 25454,  -8863, 4490, 12818,  -63, 3, 26
89, 25590,  -8916, 4492, 12929,  -67, 7, 32
90, 25725,  -8984, 4593, 13077,  -72, 4, 40
91, 25861,  -8883, 4674, 13206,  -76, 6, 59
92, 25996,  -8839, 4597, 13340,  -75, 7, 65
93, 26132,  -8795, 4571, 13329,  -74, 1, 66
94, 26267,  -8766, 4569, 13323,  -70, -12, 58
95, 26403,  -8762, 4591, 13291,  -67, -15, 51
96, 26538,  -8772, 4625, 13232,  -67, -13, 43
97, 26674,  -8815, 4678, 13194,  -69, -12, 37
98, 26809,  -8937, 4723, 13189,  -73, -8, 35
99, 26945,  -8998, 4744, 13161,  -77, -3, 36
100, 27080,  -9028, 4777, 13200,  -78, 4, 43
101, 27216,  -9042, 4791, 13255,  -74, 7, 51
102, 27351,  -9036, 4693, 13208,  -72, 11, 62
103, 27486,  -8986, 4613, 13191,  -69, 11, 69
104, 27622,  -8856, 4581, 13207,  -69, 5, 74
105, 27757,  -8765, 4506, 13214,  -67, 6, 70
106, 27893,  -8647, 4533, 13198,  -65, 3, 65
107, 28028,  -8580, 4568, 13152,  -64, 2, 60
108, 28164,  -8550, 4613, 13222,  -69, 2, 46
109, 28299,  -8632, 4587, 13225,  -69, -1, 39
110, 28435,  -8725, 4567, 13299,  -65, -11, 35
111, 28570,  -8766, 4528, 13318,  -64, -18, 26
112, 28706,  -8881, 4521, 13344,  -63, -24, 24
113, 28841,  -8941, 4530, 13326,  -61, -25, 26
114, 28977,  -8943, 4473, 13329,  -60, -30, 28
115, 29112,  -8949, 4460, 13260,  -55, -36, 33
116, 29248,  -8931, 4424, 13223,  -51, -40, 38
117, 29383,  -8792, 4271, 13171,  -48, -43, 44
118, 29519,  -8673, 4262, 13222,  -46, -45, 49
119, 29654,  -8580, 4168, 13261,  -43, -50, 52
120, 29790,  -8440, 4098, 13212,  -38, -52, 51
121, 29925,  -8311, 4065, 13207,  -31, -56, 46
122, 30061,  -8250, 4041, 13097,  -23, -59, 41
123, 30196,  -8139, 4000, 13023,  -20, -61, 31
124, 30332,  -8090, 3956, 12931,  -20, -65, 21
125, 30467,  -8084, 4054, 12816,  -18, -64, 7
126, 30602,  -8132, 4069, 12839,  -22, -62, 1
127, 30738,  -8188, 4056, 12809,  -23, -58, 4
128, 30873,  -8229, 4021, 12792,  -24, -53, 2
129, 31009,  -8263, 4073, 12827,  -31, -48, 3
130, 31144,  -8320, 4041, 12822,  -31, -45, 5
131, 31280,  -8277, 4062, 12811,  -36, -43, 4
132, 31415,  -8287, 4060, 12839,  -37, -44, 7
133, 31551,  -8317, 4064, 12874,  -36, -40, 7
134, 31686,  -8264, 4060, 12805,  -38, -38, 8
135, 31822,  -8272, 4041, 12809,  -37, -36, 10
136, 31957,  -8275, 4051, 12776,  -37, -34, 12
137, 32093,  -8313, 4069, 12804,  -37, -35, 11
138, 32228,  -8362, 4099, 12846,  -38, -32, 10
139, 32364,  -8366, 4160, 12894,  -39, -30, 12
140, 32499,  -8358, 4211, 12865,  -39, -28, 13
141, 32635,  -8394, 4306, 12876,  -37, -24, 12
142, 32770,  -8372, 4491, 12780,  -41, -8, 12
143, 32906,  -8353, 4463, 12644,  -45, 5, 13
144, 33041,  -8614, 4513, 12794,  -55, 21, 13
145, 33177,  -8453, 4447, 13069,  -56, 15, 18
146, 33312,  -8655, 4403, 13221,  -44, 9, 13
147, 33447,  -8722, 4421, 12882,  -23, -18, 3
148, 33583,  -8920, 4529, 12553,  -29, -13, -3
149, 33718,  -8981, 4615, 12877,  -47, -2, 5
150, 33854,  -8940, 4641, 13042,  -50, 1, 24
151, 33989,  -8898, 4661, 13097,  -44, -1, 43
152, 34125,  -8718, 4613, 13077,  -34, -3, 50
153, 34260,  -8579, 4571, 13029,  -28, -2, 49
154, 34396,  -8476, 4542, 12990,  -28, 3, 40
155, 34531,  -8401, 4536, 12959,  -32, 11, 30
156, 34667,  -8348, 4553, 12983,  -34, 20, 26
157, 34802,  -8408, 4605, 13040,  -36, 27, 22
158, 34938,  -8507, 4605, 13051,  -37, 29, 14
159, 35073,  -8700, 4685, 13046,  -33, 15, 10
160, 35209,  -8752, 4653, 13015,  -31, 11, 13
161, 35344,  -8759, 4558, 12980,  -27, 4, 18
162, 35480,  -8763, 4525, 12993,  -21, -2, 27
163, 35615,  -8698, 4440, 13016,  -12, -8, 38
164, 35750,  -8606, 4404, 12958,  -9, -14, 46
165, 35886,  -8447, 4395, 12993,  -3, -14, 48
166, 36021,  -8391, 4398, 12986,  0, -6, 48
167, 36157,  -8310, 4378, 13020,  5, 0, 50
168, 36292,  -8311, 4372, 13073,  8, 2, 47
169, 36428,  -8362, 4338, 13114,  7, 6, 39
170, 36563,  -8420, 4355, 13170,  8, 14, 31
171, 36699,  -8503, 4333, 13210,  10, 20, 23
172, 36834,  -8562, 4344, 13207,  14, 24, 17
173, 36970,  -8569, 4391, 13226,  12, 19, 11
174, 37105,  -8618, 4398, 13266,  10, 15, 11
175, 37241,  -8632, 4399, 13241,  11, 13, 9
176, 37376,  -8587, 4428, 13320,  10, 1, 5
177, 37512,  -8580, 4404, 13322,  10, -9, 8
178, 37647,  -8556, 4413, 13227,  16, -22, 10
179, 37783,  -8501, 4393, 13139,  19, -36, 10
180, 37918,  -8523, 4341, 13110,  17, -46, 6
181, 38054,  -8544, 4309, 13140,  19, -54, 3
182, 38189,  -8500, 4275, 13162,  14, -54, 3
183, 38324,  -8504, 4253, 13161,  11, -54, 5
184, 38460,  -8434, 4252, 13168,  15, -52, 7
185, 38595,  -8372, 4277, 13144,  15, -44, 11
186, 38731,  -8303, 4290, 13135,  17, -36, 12
187, 38866,  -8281, 4271, 13148,  14, -31, 4
188, 39002,  -8310, 4230, 13149,  9, -27, -4
189, 39137,  -8334, 4251, 13183,  6, -20, -9
190, 39273,  -8342, 4320, 13179,  2, -16, -14
191, 39408,  -8415, 4378, 13222,  -2, -18, -16
192, 39543,  -8512, 4432, 13263,  -9, -18, -17
193, 39679,  -8637, 4473, 13264,  -13, -24, -18
194, 39814,  -8815, 4487, 13385,  -13, -31, -14
195, 39950,  -8828, 4472, 13386,  -10, -40, -8
196, 40085,  -8800, 4466, 13258,  -9, -46, 1
197, 40220,  -8742, 4475, 13203,  -5, -48, 13
198, 40356,  -8654, 4445, 13105,  -7, -43, 20
199, 40491,  -8557, 4373, 13141,  -10, -36, 24
200, 40627,  -8556, 4436, 13083,  -17, -30, 26
201, 40762,  -8512, 4464, 13082,  -23, -28, 27
202, 40898,  -8483, 4422, 13095,  -30, -23, 26
203, 41033,  -8454, 4396, 13104,  -36, -16, 24
204, 41169,  -8475, 4346, 13071,  -36, -12, 23
205, 41304,  -8536, 4332, 12992,  -37, -14, 20
206, 41440,  -8628, 4356, 12996,  -39, -15, 18
207, 41575,  -8702, 4324, 13009,  -44, -12, 15
208, 41711,  -8743, 4313, 13041,  -45, -8, 15
209, 41846,  -8733, 4409, 13132,  -46, -5, 22
210, 41982,  -8687, 4392, 13114,  -45, -2, 28
