Data set, Time, Acc_Raw_X, Acc_Raw_Y, Acc_Raw_Z, Gyr_Raw_X, Gyr_Raw_Y, Gyr_Raw_Z
0, 13546,  -8318, -3728, 13863,  0, 0, 0
1, 13682,  -8541, -3700, 13978,  0, 0, 0
2, 13817,  -8590, -3652, 13886,  0, 0, 0
3, 13953,  -8713, -3578, 13745,  0, 0, 0
4, 14088,  -8713, -3624, 13679,  0, 0, 0
5, 14223,  -8746, -3581, 13548,  54, -1, 21
6, 14359,  -8753, -3531, 13416,  46, 0, 17
7, 14494,  -8756, -3503, 13324,  38, 0, 22
8, 14630,  -8693, -3530, 13339,  29, -3, 35
9, 14765,  -8636, -3538, 13241,  17, -5, 44
10, 14901,  -8557, -3542, 13195,  4, -6, 52
11, 15036,  -8561, -3589, 13259,  -13, -6, 52
12, 15172,  -8504, -3631, 13330,  -30, -9, 47
13, 15307,  -8469, -3672, 13400,  -43, -10, 39
14, 15443,  -8437, -3601, 13496,  -56, -6, 31
15, 15578,  -8474, -3643, 13628,  -65, -2, 23
16, 15714,  -8472, -3667, 13828,  -66, -1, 19
17, 15849,  -8463, -3711, 14017,  -60, 2, 14
18, 15984,  -8493, -3719, 14080,  -45, 6, 6
19, 16120,  -8611, -3664, 14076,  -26, 9, 3
20, 16255,  -8730, -3639, 14048,  -4, 7, 1
21, 16391,  -8758, -3709, 13827,  41, -10, 16
22, 16526,  -8796, -3680, 13686,  58, -16, 24
23, 16662,  -8816, -3645, 13537,  68, -26, 36
24, 16797,  -8797, -3632, 13451,  72, -35, 48
25, 16933,  -8764, -3640, 13379,  71, -42, 57
26, 17068,  -8734, -3553, 13304,  65, -40, 70
27, 17204,  -8634, -3568, 13218,  49, -33, 80
28, 17339,  -8610, -3575, 13184,  33, -29, 92
29, 17475,  -8473, -3515, 13205,  21, -33, 102
30, 17610,  -8306, -3482, 13233,  5, -29, 107
31, 17746,  -8191, -3501, 13258,  -12, -24, 101
32, 17881,  -8133, -3497, 13274,  -29, -19, 91
33, 18017,  -8114, -3528, 13347,  -46, -11, 76
34, 18152,  -8083, -3512, 13454,  -60, -5, 59
35, 18288,  -8055, -3502, 13582,  -71, -6, 48
36, 18423,  -8081, -3558, 13742,  -82, -10, 32
37, 18558,  -8137, -3557, 13904,  -85, -6, 7
38, 18694,  -8376, -3495, 14082,  -61, -3, -34
39, 18829,  -8494, -3483, 14109,  -38, -12, -36
40, 18965,  -8596, -3558, 14182,  -15, -25, -31
41, 19100,  -8676, -3662, 14134,  10, -36, -24
42, 19235,  -8771, -3716, 14024,  31, -40, -17
43, 19371,  -8848, -3711, 13901,  45, -49, -7
44, 19506,  -8929, -3684, 13842,  50, -67, 8
45, 19642,  -8916, -3691, 13785,  51, -80, 27
46, 19777,  -8836, -3676, 13775,  49, -90, 44
47, 19913,  -8788, -3639, 13699,  50, -92, 53
48, 20048,  -8741, -3530, 13611,  48, -90, 62
49, 20184,  -8702, -3534, 13608,  51, -92, 70
50, 20319,  -8625, -3564, 13586,  46, -100, 79
51, 20455,  -8495, -3591, 13589,  38, -103, 83
52, 20590,  -8422, -3613, 13600,  31, -100, 79
53, 20726,  -8430, -3608, 13658,  29, -95, 71
54, 20861,  -8360, -3595, 13699,  25, -90, 66
55, 20996,  -8275, -3657, 13833,  19, -87, 61
56, 21132,  -8246, -3636, 13868,  22, -84, 58
57, 21267,  -8249, -3646, 13894,  31, -82, 52
58, 21403,  -8220, -3609, 13962,  39, -78, 47
59, 21538,  -8225, -3612, 13918,  48, -80, 45
60, 21674,  -8230, -3615, 13888,  59, -78, 47
61, 21809,  -8230, -3629, 13873,  67, -74, 48
62, 21945,  -8218, -3607, 13835,  71, -71, 53
63, 22080,  -8255, -3616, 13714,  76, -68, 57
64, 22216,  -8201, -3567, 13699,  75, -61, 58
65, 22351,  -8204, -3492, 13615,  70, -60, 61
66, 22487,  -8164, -3484, 13613,  64, -56, 64
67, 22622,  -8111, -3499, 13628,  52, -54, 68
68, 22758,  -8144, -3475, 13620,  38, -46, 59
69, 22893,  -8176, -3443, 13645,  25, -36, 47
70, 23029,  -8201, -3407, 13685,  11, -24, 36
71, 23164,  -8242, -3403, 13741,  6, -15, 25
72, 23300,  -8404, -3327, 13763,  3, 0, 17
73, 23435,  -8461, -3313, 13796,  9, -7, 20
74, 23570,  -8526, -3312, 13768,  14, -12, 26
75, 23706,  -8566, -3362, 13733,  21, -16, 31
76, 23841,  -8674, -3379, 13709,  29, -27, 34
77, 23977,  -8542, -3276, 13574,  32, -32, 26
78, 24112,  -8564, -3431, 13739,  32, -19, 37
79, 24248,  -8573, -3370, 13606,  31, -18, 58
80, 24383,  -8561, -3402, 13579,  31, -16, 84
81, 24519,  -8523, -3353, 13524,  28, -21, 99
82, 24654,  -8557, -3288, 13466,  21, -22, 102
83, 24790,  -8490, -3263, 13479,  15, -25, 99
84, 24925,  -8433, -3238, 13481,  7, -31, 91
85, 25061,  -8408, -3274, 13543,  -7, -37, 80
86, 25196,  -8398, -3308, 13632,  -18, -44, 71
87, 25332,  -8465, -3318, 13636,  -29, -48, 58
88, 25467,  -8552, -3211, 13757,  -36, -51, 44
89, 25603,  -8584, -3175, 13907,  -33, -64, 38
90, 25738,  -8595, -3143, 13929,  -22, -68, 41
91, 25874,  -8697, -3201, 13885,  -5, -74, 46
92, 26009,  -8610, -3017, 13691,  8, -99, 43
93, 26145,  -8577, -3235, 13826,  10, -110, 43
94, 26280,  -8564, -3227, 13815,  21, -121, 59
95, 26415,  -8575, -3286, 13583,  24, -117, 80
96, 26551,  -8619, -3218, 13521,  17, -118, 93
97, 26686,  -8547, -3255, 13499,  9, -122, 107
98, 26822,  -8425, -3228, 13515,  -3, -124, 109
99, 26957,  -8287, -3246, 13624,  -17, -118, 111
100, 27093,  -8139, -3251, 13570,  -23, -107, 111
101, 27228,  -8094, -3215, 13492,  -29, -96, 112
102, 27364,  -7979, -3104, 13469,  -36, -90, 117
103, 27499,  -7868, -3141, 13386,  -42, -90, 119
104, 27635,  -7707, -3085, 13285,  -50, -93, 121
105, 27770,  -7597, -3071, 13219,  -62, -99, 115
106, 27906,  -7439, -3151, 13080,  -100, -106, 78
107, 28041,  -7409, -3224, 13146,  -125, -105, 58
108, 28177,  -7366, -3238, 13156,  -149, -107, 33
109, 28312,  -7402, -3333, 13413,  -179, -102, 10
110, 28448,  -7438, -3336, 13571,  -200, -96, -19
111, 28583,  -7523, -3336, 13617,  -211, -80, -51
112, 28718,  -7698, -3297, 13685,  -214, -59, -77
113, 28854,  -7757, -3271, 13737,  -211, -55, -79
114, 28989,  -7749, -3328, 13820,  -204, -60, -73
115, 29125,  -7826, -3425, 13861,  -201, -56, -70
116, 29260,  -7914, -3531, 13939,  -199, -49, -73
117, 29395,  -8021, -3582, 13956,  -195, -47, -81
118, 29531,  -8136, -3630, 14030,  -191, -52, -93
119, 29666,  -8217, -3626, 14065,  -181, -57, -97
120, 29802,  -8263, -3630, 14120,  -167, -53, -89
121, 29937,  -8285, -3558, 14063,  -152, -51, -73
122, 30072,  -8336, -3585, 14047,  -139, -53, -62
123, 30208,  -8397, -3667, 14124,  -132, -79, -65
124, 30343,  -8444, -3768, 14111,  -127, -89, -71
125, 30479,  -8554, -3823, 14147,  -116, -93, -71
126, 30614,  -8591, -3827, 14192,  -106, -100, -61
127, 30749,  -8656, -3926, 14282,  -93, -108, -42
128, 30885,  -8645, -3975, 14353,  -79, -114, -17
129, 31020,  -8597, -4012, 14311,  -56, -120, 6
130, 31156,  -8585, -3956, 14252,  -33, -126, 23
131, 31291,  -8520, -3967, 14207,  -13, -133, 43
132, 31427,  -8436, -3991, 14177,  10, -141, 60
133, 31562,  -8296, -3997, 14162,  28, -147, 78
134, 31698,  -8141, -4026, 14100,  43, -151, 94
135, 31833,  -8025, -4042, 13973,  59, -151, 102
136, 31968,  -7961, -4233, 13956,  72, -152, 108
137, 32104,  -7772, -3998, 13730,  87, -148, 104
138, 32239,  -7898, -3902, 13700,  81, -137, 112
139, 32375,  -7707, -3826, 13680,  76, -158, 115
140, 32510,  -7577, -3840, 13685,  68, -155, 114
141, 32646,  -7499, -3850, 13686,  43, -120, 80
142, 32781,  -7492, -3811, 13719,  34, -109, 60
143, 32917,  -7439, -3773, 13770,  24, -102, 43
144, 33052,  -7478, -3733, 13842,  18, -96, 31
145, 33188,  -7503, -3730, 13932,  10, -93, 20
146, 33323,  -7573, -3631, 14039,  8, -85, 6
147, 33459,  -7654, -3581, 14032,  4, -73, -9
148, 33594,  -7753, -3496, 14064,  2, -73, -21
149, 33729,  -7856, -3448, 14156,  -3, -78, -28
150, 33865,  -7957, -3486, 14317,  -14, -88, -38
151, 34000,  -8040, -3483, 14466,  -19, -96, -47
152, 34136,  -8171, -3422, 14603,  -11, -101, -55
153, 34271,  -8341, -3353, 14632,  3, -105, -53
154, 34406,  -8481, -3308, 14643,  25, -112, -48
155, 34542,  -8462, -3246, 14589,  53, -120, -30
156, 34677,  -8415, -3265, 14490,  89, -124, 0
157, 34813,  -8399, -3225, 14261,  124, -133, 34
158, 34948,  -8230, -3249, 13722,  156, -155, 94
159, 35083,  -8089, -3336, 13511,  143, -170, 112
160, 35219,  -7882, -3422, 13441,  121, -177, 123
161, 35354,  -7707, -3386, 13472,  96, -174, 124
162, 35490,  -7566, -3363, 13500,  68, -171, 123
163, 35625,  -7441, -3286, 13512,  40, -162, 124
164, 35761,  -7267, -3290, 13616,  16, -145, 121
165, 35896,  -7138, -3267, 13685,  0, -125, 112
166, 36032,  -7044, -3317, 13788,  -13, -112, 101
167, 36167,  -6948, -3356, 13871,  -19, -91, 80
168, 36303,  -6841, -3358, 13955,  -24, -66, 54
169, 36438,  -6859, -3350, 14066,  -24, -38, 32
170, 36574,  -6867, -3294, 14046,  -18, -15, 14
171, 36709,  -6900, -3257, 13966,  -10, 2, 0
172, 36845,  -6953, -3331, 13894,  -7, 7, -11
173, 36980,  -6954, -3436, 13889,  -13, 7, -26
174, 37115,  -7042, -3568, 13891,  -30, 9, -49
175, 37251,  -7383, -3674, 14024,  -70, 22, -98
176, 37386,  -7524, -3744, 14302,  -93, 25, -111
177, 37522,  -7628, -3754, 14482,  -105, 37, -115
178, 37657,  -7790, -3689, 14651,  -104, 57, -114
179, 37792,  -7977, -3616, 14777,  -95, 67, -107
180, 37928,  -8068, -3537, 14863,  -81, 66, -97
181, 38063,  -8183, -3558, 14992,  -63, 61, -87
182, 38198,  -8298, -3626, 14967,  -39, 56, -81
183, 38334,  -8267, -3497, 14874,  -12, 50, -82
184, 38469,  -8411, -3525, 14845,  17, 53, -69
185, 38605,  -8405, -3432, 14678,  46, 42, -40
186, 38740,  -8318, -3465, 14513,  70, 33, -4
187, 38875,  -8286, -3503, 14319,  90, 28, 26
188, 39011,  -8252, -3498, 14067,  100, 24, 42
189, 39146,  -8088, -3452, 13902,  108, 14, 57
190, 39282,  -7955, -3523, 13781,  108, 9, 72
191, 39417,  -7799, -3517, 13605,  104, 4, 89
192, 39553,  -7486, -3479, 13390,  83, 9, 115
193, 39688,  -7336, -3460, 13272,  69, 18, 122
194, 39824,  -7187, -3367, 13139,  48, 26, 122
195, 39959,  -7060, -3483, 13167,  23, 31, 116
196, 40095,  -6872, -3376, 13236,  1, 35, 99
197, 40230,  -6822, -3303, 13280,  -29, 55, 80
198, 40366,  -6777, -3258, 13345,  -55, 68, 51
199, 40501,  -6774, -3277, 13460,  -86, 71, 14
200, 40637,  -6865, -3328, 13713,  -120, 76, -31
201, 40772,  -7058, -3430, 13925,  -150, 87, -88
202, 40907,  -7353, -3493, 14251,  -168, 95, -140
203, 41043,  -7622, -3403, 14579,  -177, 105, -178
204, 41178,  -7828, -3444, 14836,  -178, 114, -192
205, 41314,  -8112, -3468, 15061,  -159, 119, -202
206, 41449,  -8397, -3547, 15094,  -126, 120, -207
207, 41584,  -8619, -3645, 15111,  -82, 128, -204
208, 41720,  -8814, -3724, 15101,  -29, 125, -184
209, 41855,  -8972, -3719, 14984,  26, 109, -139
