"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.295464375E0,-4.184847565E0,-8.762178955E0,8.352630615E-1,9.746096324E0
1.305421375E0,-4.159699860E0,-8.747060394E0,8.175997925E-1,9.720217996E0
1.315378375E0,-4.126918030E0,-8.761430511E0,8.183482361E-1,9.719249501E0
1.325336375E0,-4.118834839E0,-8.776998138E0,8.244854736E-1,9.730378875E0
1.335293375E0,-4.110601959E0,-8.787476349E0,8.605604553E-1,9.739473977E0
1.345250375E0,-4.099824371E0,-8.823102264E0,8.966354370E-1,9.770345365E0
1.355207375E0,-4.097279663E0,-8.857231293E0,9.294172668E-1,9.803165982E0
1.365164375E0,-4.103416901E0,-8.894952850E0,9.389973450E-1,9.840728250E0
1.375122375E0,-4.105063477E0,-8.926088104E0,9.415420532E-1,9.869807315E0
1.385079375E0,-4.105961609E0,-8.929980011E0,9.051676941E-1,9.870298490E0
1.395036375E0,-4.110601959E0,-8.898246002E0,8.741821289E-1,9.840732939E0
1.404993375E0,-4.121978302E0,-8.878786469E0,8.223898315E-1,9.823435209E0
1.414950250E0,-4.136049042E0,-8.866511993E0,7.737409973E-1,9.814306483E0
1.424908250E0,-4.167783051E0,-8.870403900E0,7.113208008E-1,9.826518111E0
1.434865250E0,-4.196373596E0,-8.861272888E0,6.649172974E-1,9.827198155E0
1.444822250E0,-4.178261261E0,-8.763077087E0,6.255491638E-1,9.728345130E0
1.454779250E0,-4.143832855E0,-8.642427979E0,5.909710693E-1,9.602716225E0
1.464736250E0,-4.126319275E0,-8.603059845E0,5.483097839E-1,9.557185416E0
1.474694250E0,-4.117337952E0,-8.669821014E0,5.086422729E-1,9.611294668E0
1.484651250E0,-4.135450287E0,-8.761131134E0,4.857398987E-1,9.700273763E0
1.494608250E0,-4.163741455E0,-8.850495300E0,5.092410278E-1,9.794250170E0
1.504565250E0,-4.206402740E0,-8.873697052E0,5.420228577E-1,9.835146779E0
1.514522250E0,-4.256548462E0,-8.931476898E0,5.821394348E-1,9.911022688E0
1.524480250E0,-4.251758423E0,-8.950786743E0,6.285429382E-1,9.929204361E0
1.534437250E0,-4.225862274E0,-8.948840790E0,6.727011108E-1,9.919283756E0
1.544394250E0,-4.182602234E0,-8.913963318E0,7.143145752E-1,9.872342619E0
1.554351250E0,-4.112697601E0,-8.827443237E0,7.473957825E-1,9.767120155E0
