"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.883377417E0,4.353247375E0,-8.850495300E0,5.248086548E-1,9.877117692E0
1.893335417E0,4.344266052E0,-8.916657715E0,5.319937134E-1,9.932897344E0
1.903292417E0,4.314927063E0,-8.912466431E0,5.378315735E-1,9.916648438E0
1.913249417E0,4.270768890E0,-8.898395691E0,5.459147644E-1,9.885288854E0
1.923206417E0,4.228406982E0,-8.880283356E0,5.586383057E-1,9.851443287E0
1.933163417E0,4.159699860E0,-8.840466156E0,5.685177612E-1,9.786733736E0
1.943121417E0,4.109554138E0,-8.820856934E0,5.637277222E-1,9.747499228E0
1.953078417E0,4.119433594E0,-8.823401642E0,5.682183838E-1,9.754230969E0
1.963035417E0,4.148922272E0,-8.861422577E0,5.664221191E-1,9.800979549E0
1.972992417E0,4.167034607E0,-8.888067169E0,5.683680725E-1,9.832850944E0
1.982949417E0,4.154161377E0,-8.910520477E0,5.819897461E-1,9.848509734E0
1.992907417E0,4.129911804E0,-8.923244019E0,5.978567505E-1,9.850781087E0
2.002864417E0,4.116888885E0,-8.922794952E0,6.054908752E-1,9.845387908E0
2.012821417E0,4.097429352E0,-8.897946625E0,6.083349609E-1,9.814909722E0
2.022778417E0,4.082610168E0,-8.865015106E0,6.005511475E-1,9.778387408E0
2.032736417E0,4.063300323E0,-8.835676117E0,5.945635986E-1,9.743361219E0
2.042693417E0,4.040098572E0,-8.818611603E0,6.005511475E-1,9.718588825E0
2.052650417E0,4.042942657E0,-8.817414093E0,6.137237549E-1,9.719507882E0
2.062607417E0,4.030967560E0,-8.852441254E0,6.387217712E-1,9.747942404E0
2.072564417E0,4.048930206E0,-8.908275146E0,6.607260132E-1,9.807535917E0
2.082522417E0,4.072581024E0,-8.977131958E0,6.872209167E-1,9.881654061E0
2.092479417E0,4.105213165E0,-9.010662231E0,7.096742249E-1,9.927157019E0
2.102436417E0,4.135599976E0,-9.017996979E0,7.138655090E-1,9.946711046E0
2.112393417E0,4.177512817E0,-8.960815887E0,7.361691284E-1,9.914120218E0
2.122351417E0,4.216132507E0,-8.900042267E0,7.463479614E-1,9.876414377E0
2.132308417E0,4.224365387E0,-8.875044250E0,7.316784668E-1,9.856319128E0
2.142265417E0,4.227209473E0,-8.843759308E0,7.071295166E-1,9.827584178E0
2.152222417E0,4.242028656E0,-8.812923431E0,6.803352356E-1,9.804350185E0
2.162179417E0,4.240531769E0,-8.765023041E0,6.497987366E-1,9.758584784E0
2.172137417E0,4.228556671E0,-8.707093506E0,6.277944946E-1,9.699912101E0
2.182094417E0,4.225263519E0,-8.664581909E0,6.155200195E-1,9.659539138E0
2.192051417E0,4.240681458E0,-8.657546539E0,5.933660889E-1,9.658601070E0
2.202008417E0,4.279600525E0,-8.681347046E0,5.587879944E-1,9.694999289E0
2.211966417E0,4.330794067E0,-8.710386658E0,5.336402893E-1,9.742247428E0
2.221923417E0,4.348607025E0,-8.727002106E0,4.953199768E-1,9.763006232E0
2.231880417E0,4.341721344E0,-8.703800354E0,4.728666687E-1,9.738084397E0
2.241837417E0,4.343816986E0,-8.681197357E0,4.773573303E-1,9.719043347E0
2.251794417E0,4.340972900E0,-8.656498718E0,4.852908325E-1,9.696108651E0
2.261752417E0,4.338727570E0,-8.644224243E0,5.171745300E-1,9.685795743E0
2.271709417E0,4.382436676E0,-8.655301208E0,5.589376831E-1,9.717633537E0
2.281666417E0,4.433031464E0,-8.682993622E0,5.944139099E-1,9.767265436E0
2.291623417E0,4.475093994E0,-8.721313934E0,6.366261292E-1,9.823088915E0
2.301581417E0,4.515959015E0,-8.751850433E0,6.535409546E-1,9.869948714E0
2.311538417E0,4.547842712E0,-8.779842224E0,6.620732117E-1,9.909936617E0
2.321495417E0,4.568649445E0,-8.794362030E0,6.668632507E-1,9.932676772E0
2.331452417E0,4.570894775E0,-8.796158295E0,6.622229004E-1,9.934989631E0
2.341409417E0,4.580325165E0,-8.788973236E0,6.595285034E-1,9.932794522E0
2.351367417E0,4.566553802E0,-8.779393158E0,6.554869080E-1,9.917702402E0
2.361324417E0,4.544399872E0,-8.756939850E0,6.321354675E-1,9.886109497E0
2.371281417E0,4.516707458E0,-8.729247437E0,6.051914978E-1,9.847165268E0
2.381238417E0,4.510270844E0,-8.730295258E0,5.771997070E-1,9.843462697E0
2.391196417E0,4.521198120E0,-8.771609344E0,5.336402893E-1,9.882668409E0
2.401153417E0,4.538711700E0,-8.796607361E0,5.251080322E-1,9.912413601E0
2.411110417E0,4.548591156E0,-8.824748840E0,5.210664368E-1,9.941699243E0
2.421067417E0,4.542004852E0,-8.850046234E0,5.269042969E-1,9.961463475E0
