Data set, Time, Acc_Raw_X, Acc_Raw_Y, Acc_Raw_Z, Gyr_Raw_X, Gyr_Raw_Y, Gyr_Raw_Z
0, 13545,  -6046, -3279, 14870,  0, 0, 0
1, 13680,  -6092, -3343, 14971,  0, 0, 0
2, 13816,  -6077, -3299, 14901,  0, 0, 0
3, 13951,  -5992, -3323, 14873,  0, 0, 0
4, 14087,  -5993, -3311, 14897,  0, 0, 0
5, 14222,  -5981, -3292, 14863,  -4, -1, 5
6, 14357,  -5975, -3287, 14903,  -2, -2, 1
7, 14493,  -5967, -3297, 14926,  -2, -4, -3
8, 14628,  -6016, -3276, 14925,  -1, -5, -8
9, 14764,  -6031, -3325, 14965,  4, -7, -11
10, 14899,  -6063, -3317, 14925,  5, -8, -13
11, 15034,  -6063, -3348, 14918,  7, -10, -14
12, 15170,  -6073, -3320, 14870,  10, -8, -10
13, 15305,  -6098, -3339, 14873,  9, -9, -8
14, 15441,  -6099, -3359, 14819,  8, -9, -7
15, 15576,  -6086, -3309, 14781,  5, -5, -2
16, 15711,  -6085, -3320, 14784,  3, -2, -1
17, 15847,  -6086, -3340, 14813,  -2, -4, 4
18, 15982,  -6076, -3324, 14865,  -5, -2, 6
19, 16118,  -6071, -3313, 14849,  -7, 0, 6
20, 16253,  -6061, -3367, 14862,  -12, 0, 4
21, 16389,  -6080, -3361, 14889,  -16, 1, 4
22, 16524,  -6074, -3381, 14922,  -15, 3, 4
23, 16660,  -6099, -3326, 15004,  -16, 4, 2
24, 16795,  -6110, -3378, 14998,  -16, 3, 2
25, 16930,  -6115, -3368, 14985,  -12, 5, 5
26, 17066,  -6063, -3338, 15015,  -8, 9, 6
27, 17201,  -6071, -3348, 14965,  -2, 7, 7
28, 17337,  -6060, -3315, 14973,  4, 6, 11
29, 17472,  -6056, -3324, 14912,  8, 8, 12
30, 17608,  -6045, -3317, 14838,  7, 4, 11
31, 17743,  -6040, -3296, 14835,  5, 3, 9
32, 17879,  -6021, -3382, 14802,  0, 2, 7
33, 18014,  -6016, -3349, 14797,  -4, 0, 6
34, 18150,  -5992, -3308, 14826,  -5, 0, 2
35, 18285,  -5987, -3324, 14793,  -5, 1, 2
36, 18421,  -5990, -3293, 14832,  -8, -2, 6
37, 18556,  -5999, -3318, 14882,  -11, -2, 5
38, 18692,  -5973, -3329, 14980,  -16, 0, 4
39, 18827,  -5948, -3334, 15001,  -15, 3, 1
40, 18962,  -5972, -3335, 15040,  -12, 3, -5
41, 19098,  -5939, -3310, 15041,  -13, 4, -9
42, 19233,  -5976, -3333, 15071,  -10, 3, -11
43, 19369,  -6027, -3336, 15114,  -2, 2, -12
44, 19504,  -6013, -3377, 15121,  4, -2, -16
45, 19639,  -6083, -3406, 15065,  7, -2, -22
46, 19775,  -6086, -3416, 15023,  13, -2, -19
47, 19910,  -6099, -3399, 14996,  14, -1, -19
48, 20045,  -6060, -3400, 14953,  18, 1, -16
49, 20181,  -6122, -3448, 14936,  17, 3, -14
50, 20316,  -6134, -3425, 14897,  16, 2, -11
51, 20452,  -6104, -3392, 14905,  12, 8, -10
52, 20587,  -6101, -3386, 14872,  10, 8, -10
53, 20722,  -6085, -3381, 14832,  3, 6, -12
54, 20858,  -6135, -3350, 14910,  0, 3, -11
55, 20993,  -6116, -3302, 14992,  3, -7, -13
56, 21129,  -6147, -3315, 14920,  11, -10, -14
57, 21264,  -6127, -3315, 14921,  17, -14, -9
58, 21399,  -6117, -3334, 14853,  24, -14, -5
59, 21535,  -6128, -3372, 14822,  24, -10, 2
60, 21670,  -6078, -3370, 14799,  22, -1, 8
61, 21806,  -6039, -3320, 14743,  21, 7, 9
62, 21941,  -5967, -3346, 14728,  15, 14, 14
63, 22076,  -5896, -3288, 14697,  4, 17, 13
64, 22212,  -5892, -3254, 14715,  -2, 18, 6
65, 22347,  -5923, -3252, 14770,  -9, 19, -4
66, 22483,  -6011, -3293, 14849,  -14, 17, -13
67, 22618,  -5997, -3264, 14860,  -20, 16, -19
68, 22754,  -6045, -3278, 14941,  -22, 14, -27
69, 22889,  -6127, -3336, 14966,  -20, 8, -25
70, 23024,  -6152, -3307, 15004,  -16, 6, -20
71, 23160,  -6171, -3359, 15049,  -7, 2, -18
72, 23295,  -6168, -3333, 15042,  -4, 3, -17
73, 23430,  -6195, -3362, 15032,  6, -1, -11
74, 23566,  -6154, -3358, 15001,  6, -1, -9
75, 23701,  -6189, -3375, 14970,  10, -6, -9
76, 23837,  -6188, -3387, 14952,  9, -11, -8
77, 23972,  -6125, -3386, 14908,  11, -16, -2
