"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.478165083E0,4.312232666E0,-8.668922882E0,7.722441101E-1,9.712977683E0
2.488122083E0,4.332889709E0,-8.715775452E0,7.855664063E-1,9.765028906E0
2.498079083E0,4.386029205E0,-8.805588684E0,8.048762512E-1,9.870332823E0
2.508037083E0,4.387226715E0,-8.847800903E0,8.120613098E-1,9.909126230E0
2.517994083E0,4.378395081E0,-8.828191681E0,8.175997925E-1,9.888163695E0
2.527951083E0,4.363426208E0,-8.800948334E0,8.458909607E-1,9.859599960E0
2.537908083E0,4.323609009E0,-8.763675842E0,8.541238403E-1,9.809441200E0
2.547865083E0,4.281247101E0,-8.696615295E0,8.391549683E-1,9.729561932E0
2.557822083E0,4.251459045E0,-8.646319885E0,8.304730225E-1,9.670751626E0
2.567779083E0,4.215234375E0,-8.609945526E0,8.343649292E-1,9.622656995E0
2.577737083E0,4.206552429E0,-8.586444397E0,8.352630615E-1,9.597904725E0
2.587694083E0,4.234095154E0,-8.588390350E0,8.298742676E-1,9.611279929E0
2.597651083E0,4.290677490E0,-8.642727356E0,8.315208435E-1,9.684940701E0
2.607608083E0,4.341272278E0,-8.713829498E0,7.966433716E-1,9.767912273E0
2.617565083E0,4.347559204E0,-8.746611328E0,7.872129822E-1,9.799193081E0
2.627523083E0,4.328099670E0,-8.749455414E0,7.722441101E-1,9.791924109E0
2.637480083E0,4.288581848E0,-8.723110199E0,7.622149658E-1,9.750156792E0
2.647437083E0,4.269122314E0,-8.710087280E0,7.656578064E-1,9.730223926E0
2.657394083E0,4.249662781E0,-8.705147552E0,7.795788574E-1,9.718383140E0
2.667351083E0,4.243375854E0,-8.692573700E0,7.554789734E-1,9.702464875E0
2.677308083E0,4.249962158E0,-8.698112183E0,7.330256653E-1,9.708586947E0
2.687265083E0,4.267026672E0,-8.755742340E0,7.390132141E-1,9.768146246E0
2.697223083E0,4.277205505E0,-8.818461914E0,7.337741089E-1,9.828437409E0
2.707180083E0,4.286635895E0,-8.813073120E0,7.256909180E-1,9.827112110E0
2.717137083E0,4.285288696E0,-8.806486816E0,7.098239136E-1,9.819458195E0
2.727094083E0,4.294868774E0,-8.832532654E0,7.084767151E-1,9.846901550E0
