"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.802421167E0,4.334536285E0,-8.791667633E0,3.510200500E-1,9.808406581E0
1.812378167E0,4.347559204E0,-8.780440979E0,3.556604004E-1,9.804280144E0
1.822335167E0,4.362677765E0,-8.760532379E0,3.770658875E-1,9.793980985E0
1.832293167E0,4.392615509E0,-8.755742340E0,3.838018799E-1,9.803336107E0
1.842250167E0,4.411326599E0,-8.762478333E0,3.838018799E-1,9.817745809E0
1.852207167E0,4.442611542E0,-8.778195648E0,3.866459656E-1,9.845964211E0
1.862164167E0,4.459526367E0,-8.781638489E0,3.963757324E-1,9.857061615E0
1.872122167E0,4.466412048E0,-8.773106232E0,4.022135925E-1,9.852817126E0
1.882079167E0,4.472549286E0,-8.779991913E0,4.135899353E-1,9.862201161E0
1.892036167E0,4.479285278E0,-8.802894287E0,4.197271729E-1,9.885904882E0
1.901993167E0,4.510121155E0,-8.818312225E0,4.505630493E-1,9.914980101E0
1.911951167E0,4.518503723E0,-8.824299774E0,4.667294312E-1,9.924866687E0
1.921908167E0,4.517006836E0,-8.807534637E0,4.242178345E-1,9.907369879E0
1.931865167E0,4.504133606E0,-8.791068878E0,3.671864319E-1,9.884580792E0
1.941822167E0,4.484075317E0,-8.783883820E0,3.186872864E-1,9.867375943E0
1.951779167E0,4.468807068E0,-8.770561523E0,2.598596191E-1,9.846852952E0
1.961737167E0,4.472399597E0,-8.770112457E0,2.398013306E-1,9.847575100E0
1.971694167E0,4.470154266E0,-8.771010590E0,2.354603577E-1,9.847250759E0
1.981651167E0,4.479584656E0,-8.780141602E0,2.317181396E-1,9.859576995E0
1.991608167E0,4.477489014E0,-8.778794403E0,2.279759216E-1,9.857337980E0
2.001566167E0,4.478237457E0,-8.769064636E0,2.405497742E-1,9.849313149E0
2.011523167E0,4.457879791E0,-8.754694519E0,2.703378296E-1,9.828044103E0
2.021480167E0,4.388573914E0,-8.798852692E0,2.983296204E-1,9.837092571E0
2.031437167E0,4.334835663E0,-8.917406158E0,3.370989990E-1,9.920915711E0
2.041395167E0,4.307891693E0,-8.964258728E0,3.830534363E-1,9.953019407E0
2.051352167E0,4.260889435E0,-8.971294098E0,4.379891968E-1,9.941384768E0
2.061309167E0,4.226461029E0,-8.970246277E0,4.748126221E-1,9.927423539E0
2.071266167E0,4.188889160E0,-8.959917755E0,4.969665527E-1,9.903226461E0
2.081223167E0,4.152215424E0,-8.944200439E0,5.216651917E-1,9.874803745E0
2.091181167E0,4.114793243E0,-8.934021606E0,5.499563599E-1,9.851432256E0
2.101138167E0,4.081712036E0,-8.897796936E0,5.700146484E-1,9.805920669E0
2.111095167E0,4.073329468E0,-8.877588959E0,5.990542603E-1,9.785829790E0
2.121052167E0,4.057013397E0,-8.871002655E0,6.283932495E-1,9.774912986E0
2.131010167E0,4.076772308E0,-8.869056702E0,6.328839111E-1,9.781655344E0
2.140967167E0,4.095782776E0,-8.878487091E0,6.330335999E-1,9.798147841E0
2.150924167E0,4.109254761E0,-8.873247986E0,6.399192810E-1,9.799489844E0
2.160881167E0,4.112547913E0,-8.883726196E0,6.255491638E-1,9.809431850E0
2.170838167E0,4.122277679E0,-8.891809387E0,6.192622375E-1,9.820434469E0
2.180796167E0,4.136647797E0,-8.907077637E0,6.035449219E-1,9.839316719E0
2.190753167E0,4.139791260E0,-8.914711761E0,5.769003296E-1,9.845952034E0
2.200710167E0,4.136797485E0,-8.920848999E0,5.584886169E-1,9.849190314E0
2.210667167E0,4.139940948E0,-8.927435303E0,5.426216125E-1,9.855589803E0
2.220625167E0,4.121229858E0,-8.936117249E0,5.069956970E-1,9.853718672E0
2.230582167E0,4.113745422E0,-8.930129700E0,4.963677979E-1,9.844617760E0
2.240539167E0,4.110901337E0,-8.936266937E0,4.842430115E-1,9.848394177E0
2.250496167E0,4.100123749E0,-8.914562073E0,4.843927002E-1,9.824208263E0
2.260454167E0,4.089196472E0,-8.919801178E0,4.736151123E-1,9.823883759E0
2.270411167E0,4.083059235E0,-8.922944641E0,4.785548401E-1,9.824425099E0
2.280368167E0,4.055666199E0,-8.919352112E0,4.740641785E-1,9.809587517E0
2.290325167E0,4.045038300E0,-8.901838531E0,4.866380310E-1,9.789886652E0
2.300282167E0,4.017495575E0,-8.865763550E0,4.942721558E-1,9.746093524E0
