Data set, Time, Acc_Raw_X, Acc_Raw_Y, Acc_Raw_Z, Gyr_Raw_X, Gyr_Raw_Y, Gyr_Raw_Z
0, 13541,  -5530, 4336, 14503,  0, 0, 0
1, 13677,  -5590, 4401, 14667,  0, 0, 0
2, 13812,  -5608, 4384, 14672,  0, 0, 0
3, 13948,  -5666, 4376, 14727,  0, 0, 0
4, 14083,  -5693, 4352, 14825,  0, 0, 0
5, 14218,  -5628, 4379, 14833,  -24, -7, 17
6, 14354,  -5624, 4361, 14790,  -23, -10, 21
7, 14489,  -5586, 4338, 14795,  -16, -13, 19
8, 14625,  -5546, 4279, 14770,  -10, -15, 17
9, 14760,  -5502, 4284, 14740,  -10, -15, 14
10, 14896,  -5447, 4299, 14690,  -8, -15, 12
11, 15031,  -5415, 4287, 14644,  -4, -14, 11
12, 15167,  -5352, 4284, 14629,  0, -14, 10
13, 15302,  -5309, 4245, 14627,  4, -8, 9
14, 15438,  -5275, 4249, 14550,  5, -3, 3
15, 15573,  -5287, 4251, 14528,  2, 6, -7
16, 15708,  -5330, 4261, 14529,  -2, 14, -15
17, 15844,  -5346, 4280, 14522,  -7, 21, -21
18, 15979,  -5390, 4307, 14520,  -12, 25, -31
19, 16115,  -5429, 4313, 14590,  -20, 28, -38
20, 16250,  -5496, 4299, 14646,  -25, 24, -42
21, 16385,  -5619, 4336, 14799,  -30, 3, -40
22, 16521,  -5669, 4314, 14859,  -30, -11, -44
23, 16656,  -5669, 4246, 14922,  -23, -27, -44
24, 16792,  -5719, 4241, 15007,  -14, -43, -39
25, 16927,  -5690, 4334, 14995,  -7, -55, -33
26, 17062,  -5666, 4417, 14914,  -2, -60, -22
27, 17198,  -5638, 4386, 14926,  -3, -61, -8
28, 17333,  -5490, 4347, 14905,  3, -63, 0
29, 17468,  -5404, 4295, 14844,  8, -59, 3
30, 17604,  -5389, 4239, 14823,  14, -56, 7
31, 17739,  -5295, 4207, 14726,  21, -53, 6
32, 17875,  -5222, 4224, 14597,  23, -43, 1
33, 18010,  -5236, 4272, 14527,  16, -27, -3
34, 18146,  -5274, 4305, 14501,  11, -16, -7
35, 18281,  -5273, 4302, 14478,  1, -11, -12
36, 18417,  -5272, 4332, 14470,  -7, -10, -17
37, 18552,  -5342, 4304, 14549,  -17, -8, -20
38, 18687,  -5317, 4278, 14497,  -26, -8, -22
39, 18823,  -5419, 4353, 14657,  -34, -5, -18
40, 18958,  -5475, 4393, 14717,  -35, -8, -20
41, 19093,  -5565, 4385, 14797,  -37, -18, -20
42, 19229,  -5589, 4390, 14876,  -34, -25, -21
43, 19364,  -5684, 4362, 14888,  -25, -30, -20
44, 19500,  -5722, 4356, 14891,  -20, -33, -12
45, 19635,  -5711, 4373, 14937,  -10, -37, -5
46, 19770,  -5625, 4411, 14868,  1, -36, 1
47, 19906,  -5562, 4425, 14830,  8, -39, 10
48, 20041,  -5486, 4388, 14785,  16, -34, 15
49, 20177,  -5420, 4372, 14663,  18, -23, 12
50, 20312,  -5411, 4363, 14571,  19, -18, 7
51, 20448,  -5396, 4364, 14486,  22, -15, 2
52, 20583,  -5386, 4408, 14397,  21, -17, -6
53, 20719,  -5395, 4408, 14445,  13, -21, -12
54, 20854,  -5486, 4445, 14478,  7, -26, -20
55, 20989,  -5546, 4435, 14426,  2, -26, -27
56, 21125,  -5604, 4325, 14313,  0, -32, -23
57, 21260,  -5604, 4258, 14347,  -1, -38, -18
58, 21396,  -5628, 4248, 14341,  -4, -37, -12
59, 21531,  -5587, 4262, 14360,  -10, -33, -6
60, 21666,  -5536, 4288, 14449,  -20, -27, -2
61, 21802,  -5495, 4241, 14538,  -26, -25, 4
62, 21937,  -5433, 4228, 14586,  -28, -25, 3
63, 22073,  -5336, 4232, 14693,  -31, -24, -2
64, 22208,  -5298, 4248, 14785,  -27, -18, -8
65, 22343,  -5281, 4203, 14819,  -20, -13, -15
66, 22479,  -5272, 4226, 14886,  -11, -10, -28
67, 22614,  -5307, 4234, 14926,  -3, -11, -38
68, 22750,  -5397, 4278, 14907,  7, -15, -43
69, 22885,  -5486, 4261, 14862,  18, -23, -49
70, 23020,  -5556, 4291, 14806,  31, -29, -52
71, 23156,  -5602, 4270, 14799,  40, -39, -52
72, 23291,  -5630, 4325, 14703,  47, -48, -51
73, 23427,  -5601, 4330, 14522,  46, -63, -40
74, 23562,  -5595, 4319, 14511,  41, -65, -32
75, 23697,  -5558, 4319, 14486,  31, -71, -28
76, 23833,  -5545, 4310, 14530,  22, -79, -22
77, 23968,  -5458, 4271, 14633,  14, -79, -20
78, 24103,  -5334, 4222, 14694,  9, -72, -19
79, 24239,  -5288, 4219, 14690,  8, -64, -16
80, 24374,  -5211, 4235, 14733,  11, -52, -14
81, 24510,  -5170, 4264, 14753,  13, -43, -12
82, 24645,  -5170, 4236, 14777,  15, -31, -13
83, 24780,  -5195, 4219, 14781,  17, -21, -17
84, 24916,  -5219, 4248, 14774,  17, -7, -25
85, 25051,  -5237, 4273, 14784,  13, 3, -31
86, 25187,  -5318, 4277, 14770,  11, 11, -32
87, 25322,  -5425, 4283, 14814,  9, 19, -34
88, 25457,  -5451, 4255, 14772,  6, 20, -30
89, 25593,  -5435, 4300, 14750,  1, 14, -28
90, 25728,  -5545, 4323, 14754,  -6, -7, -18
91, 25864,  -5525, 4277, 14794,  -12, -16, -14
92, 25999,  -5499, 4275, 14777,  -12, -25, -10
93, 26134,  -5492, 4244, 14791,  -11, -39, -3
94, 26270,  -5441, 4230, 14839,  -8, -50, 5
95, 26405,  -5394, 4268, 14835,  -5, -52, 9
96, 26541,  -5338, 4278, 14759,  -4, -52, 13
97, 26676,  -5326, 4290, 14761,  -3, -51, 15
98, 26812,  -5245, 4263, 14750,  -6, -43, 18
99, 26947,  -5161, 4327, 14797,  -10, -37, 19
100, 27083,  -5114, 4293, 14777,  -11, -21, 20
101, 27218,  -5045, 4299, 14727,  -15, -7, 15
102, 27353,  -5038, 4386, 14706,  -19, 6, 11
103, 27489,  -5055, 4421, 14723,  -20, 10, 2
104, 27624,  -5129, 4451, 14739,  -25, 9, -4
105, 27760,  -5263, 4459, 14870,  -30, 9, -9
106, 27895,  -5339, 4516, 14919,  -34, 7, -16
107, 28031,  -5482, 4524, 14908,  -31, 0, -15
108, 28166,  -5544, 4539, 14889,  -27, -16, -7
109, 28301,  -5539, 4570, 14861,  -23, -26, 2
110, 28437,  -5494, 4585, 14811,  -20, -33, 15
111, 28572,  -5435, 4530, 14894,  -19, -35, 25
112, 28708,  -5394, 4400, 14897,  -9, -43, 36
113, 28843,  -5289, 4361, 14807,  3, -50, 38
114, 28979,  -5157, 4436, 14653,  9, -46, 37
115, 29114,  -5070, 4484, 14561,  11, -34, 41
116, 29250,  -4939, 4522, 14466,  6, -22, 43
117, 29385,  -4919, 4556, 14475,  -2, -8, 46
118, 29521,  -4914, 4546, 14388,  -8, 0, 43
119, 29656,  -4954, 4580, 14433,  -22, 4, 38
120, 29792,  -5041, 4462, 14693,  -44, 8, 30
121, 29927,  -5120, 4414, 14859,  -51, 4, 21
122, 30062,  -5177, 4392, 14800,  -46, 0, 12
123, 30198,  -5320, 4333, 14837,  -44, 9, 11
124, 30333,  -5443, 4252, 14908,  -42, 14, 16
125, 30469,  -5341, 4178, 14911,  -21, 9, 28
126, 30604,  -5232, 4223, 14806,  -12, 14, 34
127, 30740,  -5198, 4170, 14803,  -13, 15, 37
128, 30875,  -5145, 4140, 14788,  -12, 7, 30
129, 31011,  -5130, 4176, 14742,  -9, 0, 22
130, 31146,  -5224, 4141, 14805,  -15, 2, 11
