Data set, Time, Acc_Raw_X, Acc_Raw_Y, Acc_Raw_Z, Gyr_Raw_X, Gyr_Raw_Y, Gyr_Raw_Z
0, 13544,  -6101, -3007, 14945,  0, 0, 0
1, 13679,  -6151, -3021, 15023,  0, 0, 0
2, 13815,  -6132, -3059, 14997,  0, 0, 0
3, 13950,  -6102, -3110, 14937,  0, 0, 0
4, 14085,  -6031, -3114, 14853,  0, 0, 0
5, 14221,  -6031, -3139, 14805,  24, 5, -3
6, 14356,  -6002, -3143, 14763,  17, 11, 1
7, 14492,  -5986, -3213, 14790,  13, 14, 2
8, 14627,  -5989, -3259, 14813,  8, 19, -5
9, 14762,  -6019, -3274, 14810,  1, 25, -11
10, 14898,  -6024, -3333, 14840,  -2, 24, -14
11, 15033,  -6074, -3288, 14920,  -2, 21, -19
12, 15169,  -6127, -3241, 14931,  -1, 20, -25
13, 15304,  -6172, -3213, 14957,  3, 13, -30
14, 15439,  -6235, -3257, 14893,  12, 5, -38
15, 15575,  -6249, -3311, 14872,  21, -1, -44
16, 15710,  -6330, -3339, 14853,  24, -3, -45
17, 15846,  -6387, -3402, 14803,  26, -4, -37
18, 15981,  -6464, -3427, 14805,  24, -9, -31
19, 16116,  -6474, -3386, 14733,  23, -12, -18
20, 16252,  -6442, -3367, 14774,  18, -11, -10
21, 16387,  -6437, -3387, 14786,  8, -12, 11
22, 16523,  -6386, -3373, 14804,  5, -15, 20
23, 16658,  -6311, -3330, 14870,  4, -21, 25
24, 16793,  -6315, -3312, 14876,  4, -27, 28
25, 16929,  -6218, -3295, 14879,  4, -34, 31
26, 17064,  -6147, -3263, 14831,  4, -39, 31
27, 17200,  -6122, -3248, 14903,  8, -40, 32
28, 17335,  -6114, -3222, 14860,  9, -39, 32
29, 17471,  -6094, -3215, 14817,  9, -43, 31
30, 17606,  -6082, -3229, 14822,  8, -44, 27
31, 17742,  -6020, -3225, 14844,  6, -44, 26
32, 17877,  -5984, -3190, 14783,  4, -42, 25
33, 18013,  -6000, -3166, 14816,  3, -38, 22
34, 18148,  -5991, -3174, 14861,  -2, -35, 20
35, 18284,  -5983, -3198, 14888,  -7, -30, 17
36, 18419,  -5980, -3183, 14893,  -10, -22, 16
37, 18555,  -5996, -3142, 14932,  -12, -17, 15
38, 18690,  -6022, -3155, 14977,  -12, -13, 14
39, 18826,  -6015, -3150, 15011,  -14, -12, 13
40, 18961,  -5996, -3173, 14969,  -13, -9, 16
41, 19097,  -6026, -3142, 15015,  -14, -7, 11
42, 19232,  -6082, -3136, 15063,  -12, -5, 8
43, 19367,  -6044, -3138, 15096,  -7, -3, 8
44, 19503,  -6071, -3131, 15061,  -4, -4, 9
45, 19638,  -6140, -3122, 15020,  4, -4, 11
46, 19774,  -6097, -3145, 14987,  8, -1, 15
47, 19909,  -6075, -3148, 14957,  8, 0, 18
48, 20045,  -6086, -3160, 14895,  7, -1, 21
49, 20180,  -6051, -3152, 14853,  8, -1, 20
50, 20316,  -6045, -3138, 14854,  5, -2, 21
51, 20451,  -6027, -3150, 14813,  -1, -5, 19
52, 20587,  -5973, -3144, 14831,  -3, -8, 16
53, 20722,  -5985, -3132, 14895,  -5, -10, 15
54, 20858,  -5959, -3135, 14912,  -13, -11, 13
55, 20993,  -5926, -3192, 14990,  -18, -8, 3
56, 21129,  -5924, -3184, 15071,  -12, -9, 2
57, 21264,  -5934, -3145, 15089,  -8, -5, -1
58, 21399,  -5915, -3112, 15142,  -1, 0, -2
59, 21535,  -5930, -3100, 15104,  7, 2, -5
60, 21670,  -5957, -3174, 15102,  9, 1, -10
61, 21806,  -5957, -3114, 15024,  13, 2, -14
62, 21941,  -5971, -3092, 14991,  17, 6, -18
63, 22076,  -6047, -3084, 14931,  16, 4, -19
64, 22212,  -6091, -3112, 14898,  14, -1, -20
65, 22347,  -6136, -3165, 14911,  9, 1, -20
66, 22482,  -6122, -3163, 14969,  7, 5, -20
67, 22618,  -6137, -3215, 14930,  6, 8, -18
68, 22753,  -6153, -3215, 14909,  6, 9, -9
69, 22889,  -6172, -3205, 14892,  6, 6, -6
70, 23024,  -6142, -3216, 14877,  4, 8, -3
71, 23159,  -6157, -3208, 14882,  2, 10, 0
72, 23295,  -6143, -3210, 14880,  4, 8, 3
73, 23430,  -6050, -3221, 14891,  6, 8, 1
74, 23566,  -6036, -3221, 14843,  6, 6, 1
75, 23701,  -6066, -3192, 14753,  8, 2, -3
76, 23837,  -6088, -3197, 14740,  8, -2, -6
77, 23972,  -6143, -3229, 14781,  8, -6, -7
78, 24107,  -6168, -3301, 14776,  3, -7, -10
79, 24243,  -6175, -3315, 14785,  -3, -8, -13
80, 24378,  -6197, -3301, 14821,  -8, -12, -13
81, 24513,  -6138, -3325, 14872,  -12, -11, -12
82, 24649,  -6240, -3330, 14941,  -15, -11, -10
83, 24784,  -6262, -3332, 15001,  -15, -12, -4
84, 24920,  -6257, -3336, 15025,  -17, -12, -4
85, 25055,  -6272, -3319, 15074,  -11, -12, -2
86, 25190,  -6281, -3247, 15094,  -4, -15, 1
87, 25326,  -6302, -3233, 15100,  3, -17, 6
88, 25461,  -6269, -3270, 15111,  12, -20, 10
89, 25597,  -6207, -3274, 15072,  20, -21, 14
90, 25732,  -6194, -3253, 14839,  28, -27, 23
91, 25868,  -6117, -3231, 14818,  27, -27, 23
92, 26003,  -6052, -3215, 14768,  24, -31, 26
93, 26139,  -6026, -3212, 14732,  16, -27, 29
94, 26274,  -6012, -3218, 14733,  6, -24, 28
95, 26410,  -5975, -3212, 14786,  -3, -24, 30
96, 26545,  -5982, -3208, 14886,  -8, -23, 27
97, 26681,  -5953, -3235, 14913,  -16, -24, 24
98, 26816,  -5922, -3211, 14985,  -16, -22, 22
99, 26952,  -5913, -3193, 15074,  -16, -20, 17
100, 27087,  -5913, -3146, 15099,  -11, -19, 12
101, 27222,  -5912, -3112, 15108,  -3, -22, 7
102, 27358,  -5921, -3075, 15106,  4, -21, 1
103, 27493,  -5951, -3084, 15101,  15, -20, -2
104, 27629,  -6009, -3105, 15054,  23, -24, -2
105, 27764,  -5931, -3105, 15014,  23, -19, -4
106, 27900,  -5946, -3123, 14962,  24, -14, -6
107, 28035,  -5923, -3127, 14860,  16, -9, -3
108, 28170,  -5904, -3125, 14871,  7, -7, -3
109, 28306,  -5906, -3141, 14870,  0, -4, -1
110, 28441,  -5922, -3147, 14908,  -9, 0, -2
111, 28577,  -5953, -3135, 14977,  -12, -1, -6
112, 28712,  -5904, -3173, 15069,  -17, -1, -9
113, 28847,  -5940, -3165, 15135,  -14, 2, -12
114, 28983,  -5964, -3197, 15195,  -10, 1, -12
115, 29118,  -6014, -3142, 15242,  -1, 5, -17
116, 29253,  -6014, -3176, 15210,  11, 4, -15
117, 29389,  -5996, -3202, 15159,  23, 5, -17
118, 29524,  -6008, -3240, 15107,  31, 10, -18
119, 29660,  -6034, -3217, 14963,  37, 13, -18
120, 29795,  -6085, -3222, 14903,  41, 11, -20
